File version	
File path	C:\Users\Vincent\Desktop\Data\AbductionRight_9397.csv
Subject's name	001
Subject's age	30
Subject's height	170
Subject's weight	70
Time start	12/11/2020 - 11:20:34.949
Configuration information	
samplingRatesIndex	6	accelActive	1	gyroActive	1	magActive	1	ecgActive	0	emgActive	0	gsrActive	0	anex0Active	0	anex7Active	0	strainActive	0	heartActive	0	VReg	0	PMux	0	accelRangeIndex	1	gsrRangeIndex	1






TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132521268661740588,2785,2124,1520,1907,1779,1911,-711,165,250
132521268661878428,2780,2115,1542,1916,1745,1902,-711,165,250
132521268662055357,2816,2159,1489,1931,1720,1895,-711,165,250
132521268662391253,2817,2164,1452,1938,1738,1899,-711,165,250
132521268662731642,2806,2148,1371,1926,1753,1900,-727,159,257
132521268662739690,2793,2163,1387,1914,1734,1900,-727,159,257
132521268663020049,2813,2151,1438,1906,1737,1902,-727,159,257
132521268663028222,2827,2171,1487,1913,1750,1903,-719,164,260
132521268663304603,2818,2109,1497,1920,1755,1892,-719,164,260
132521268663391933,2822,2120,1496,1923,1728,1877,-719,164,260
132521268663640684,2812,2177,1494,1913,1706,1878,-719,164,260
132521268663879010,2790,2209,1516,1908,1707,1880,-717,163,249
132521268664005373,2802,2220,1491,1922,1740,1895,-717,163,249
132521268664255481,2814,2170,1476,1924,1747,1892,-717,163,249
132521268664554801,2828,2159,1479,1919,1722,1886,-721,164,262
132521268664568821,2814,2182,1448,1921,1713,1882,-721,164,262
132521268664840522,2801,2203,1466,1923,1727,1884,-721,164,262
132521268665090882,2799,2201,1449,1917,1748,1897,-721,164,262
132521268665164989,2815,2133,1472,1910,1734,1895,-718,163,256
132521268665441995,2779,2135,1491,1907,1701,1892,-718,163,256
132521268665741103,2812,2139,1453,1921,1710,1882,-718,163,256
132521268666055272,2802,2133,1442,1928,1731,1882,-721,169,262
132521268666327911,2808,2163,1447,1917,1721,1881,-721,169,262
132521268666340292,2799,2178,1447,1908,1697,1882,-721,169,262
132521268666614668,2791,2162,1480,1911,1714,1886,-721,169,262
132521268666752392,2807,2159,1474,1920,1729,1884,-721,169,262
132521268666840729,2806,2137,1470,1919,1729,1888,-721,169,262
132521268667054310,2811,2178,1457,1917,1726,1883,-721,169,262
132521268667287890,2808,2203,1450,1913,1722,1886,-711,169,259
132521268667370170,2813,2171,1469,1921,1731,1890,-711,169,259
132521268667640125,2790,2154,1468,1923,1732,1891,-711,169,259
132521268667679981,2818,2164,1487,1918,1717,1887,-707,161,270
132521268667931079,2818,2178,1486,1925,1720,1888,-707,161,270
132521268668165331,2780,2182,1448,1924,1731,1891,-707,161,270
132521268668342181,2781,2151,1471,1924,1737,1890,-707,161,270
132521268668641257,2809,2148,1456,1925,1735,1888,-711,161,267
132521268668941966,2788,2150,1470,1918,1722,1888,-711,161,267
132521268668954733,2802,2156,1480,1922,1735,1891,-711,161,267
132521268669240922,2803,2158,1456,1927,1743,1891,-718,170,256
132521268669528998,2811,2158,1471,1922,1736,1893,-718,170,256
132521268669793748,2814,2161,1471,1922,1726,1889,-718,170,256
132521268669804743,2818,2164,1468,1922,1723,1888,-718,170,256
132521268670356630,2800,2183,1448,1923,1740,1888,-715,150,253
132521268670413864,2821,2184,1448,1926,1746,1891,-715,150,253
132521268670429406,2797,2178,1466,1921,1737,1895,-715,150,253
132521268670540507,2808,2153,1483,1917,1716,1892,-717,166,261
132521268670830196,2808,2173,1451,1924,1721,1887,-717,166,261
132521268670839383,2797,2183,1453,1923,1725,1889,-717,166,261
132521268671128830,2797,2150,1444,1920,1730,1890,-717,166,261
132521268671340361,2811,2195,1474,1915,1719,1891,-720,165,257
132521268671581078,2819,2160,1483,1916,1730,1895,-720,165,257
132521268671867986,2793,2144,1477,1926,1736,1893,-720,165,257
132521268671879507,2830,2150,1455,1921,1728,1892,-712,160,264
132521268672080897,2805,2132,1451,1918,1723,1889,-712,160,264
132521268672254180,2805,2161,1474,1919,1719,1886,-712,160,264
132521268672365442,2811,2162,1478,1924,1725,1885,-712,160,264
132521268672640267,2826,2164,1455,1929,1733,1884,-715,160,270
132521268672868020,2798,2134,1457,1922,1732,1889,-715,160,270
132521268672966290,2819,2155,1503,1917,1721,1889,-715,160,270
132521268673241354,2804,2150,1476,1920,1713,1890,-713,170,265
132521268673553292,2839,2169,1500,1927,1727,1890,-713,170,265
132521268673841442,2849,2164,1510,1927,1736,1893,-713,170,265
132521268674074618,2831,2167,1554,1929,1735,1895,-713,170,265
132521268674081180,2862,2171,1607,1929,1717,1895,-712,160,263
132521268674164974,2896,2201,1634,1941,1720,1901,-712,160,263
132521268674440725,2910,2239,1706,1964,1767,1926,-712,160,263
132521268674580974,2915,2173,1784,1980,1857,1955,-717,153,254
132521268674740199,3030,2117,1923,1983,1875,1952,-717,153,254
132521268675056982,3075,2077,2028,1979,1788,1926,-717,153,254
132521268675306543,3097,2124,2118,2018,1716,1905,-717,153,254
132521268675315569,3111,2146,2141,2087,1682,1882,-732,156,229
132521268675566748,3145,2243,2043,2156,1689,1869,-732,156,229
132521268675752239,3191,2250,2012,2170,1739,1883,-732,156,229
132521268675916457,3182,2231,2047,2156,1737,1894,-753,169,198
132521268676166881,3288,2256,2162,2171,1712,1912,-753,169,198
132521268676341802,3330,2274,2239,2241,1742,1922,-753,169,198
132521268676541359,3451,2214,2187,2314,1794,1933,-753,169,198
132521268676773479,3479,2204,2186,2325,1776,1931,-779,157,131
132521268677067097,3497,2238,2211,2323,1681,1923,-779,157,131
132521268677342323,3538,2259,2272,2335,1626,1914,-779,157,131
132521268677353336,3532,2302,2273,2387,1624,1902,-790,155,42
132521268677682185,3571,2339,2243,2437,1667,1920,-790,155,42
132521268677742799,3608,2355,2231,2439,1727,1948,-790,155,42
132521268678232770,3581,2271,2263,2458,1743,1964,-790,155,42
132521268678241462,3561,2226,2208,2479,1674,1951,-794,154,-93
132521268678530259,3500,2220,2146,2510,1597,1934,-794,154,-93
132521268678650358,3435,2262,2041,2525,1557,1905,-794,154,-93
132521268678753853,3360,2296,1982,2531,1563,1896,-710,172,-211
132521268679044981,3253,2296,1921,2520,1577,1888,-710,172,-211
132521268679180942,3128,2237,1873,2497,1538,1874,-710,172,-211
132521268679282541,2971,2321,1792,2452,1509,1888,-710,172,-211
132521268679552705,2872,2293,1772,2428,1585,1910,-626,190,-265
132521268679653541,2733,2245,1748,2415,1666,1921,-626,190,-265
132521268679843398,2564,2282,1750,2390,1677,1939,-626,190,-265
132521268680139913,2457,2247,1714,2351,1686,1957,-569,215,-320
132521268680242514,2341,2156,1707,2303,1679,1954,-569,215,-320
132521268680402898,2192,2158,1715,2242,1628,1948,-569,215,-320
132521268680701469,2096,2116,1700,2204,1652,1960,-569,215,-320
132521268680961590,2085,2005,1660,2165,1659,1935,-569,215,-320
132521268681253750,1921,2043,1709,2089,1600,1908,-569,215,-320
132521268681352583,1838,2046,1771,2042,1596,1898,-569,215,-320
132521268681955396,1832,2019,1840,2011,1655,1893,-511,242,-359
132521268681966616,1814,2008,1870,2003,1738,1913,-511,242,-359
132521268682016793,1849,2003,1846,1972,1768,1901,-511,242,-359
132521268682141455,1802,1981,1857,1906,1723,1888,-486,232,-370
132521268682441574,1755,1941,1835,1874,1687,1869,-486,232,-370
132521268682471214,1731,2005,1701,1850,1716,1849,-486,232,-370
132521268682553082,1798,2035,1697,1802,1757,1838,-486,232,-370
132521268682928046,1855,2054,1718,1737,1752,1842,-502,243,-360
132521268683076050,1923,2107,1737,1685,1724,1830,-502,243,-360
132521268683153849,1981,2168,1780,1631,1694,1832,-502,243,-360
132521268683442020,2031,2201,1826,1600,1705,1855,-522,241,-339
132521268683625828,2146,2223,1834,1603,1775,1893,-522,241,-339
132521268683867538,2374,2191,1773,1593,1851,1916,-522,241,-339
132521268683916801,2429,2092,1824,1511,1876,1906,-522,241,-339
132521268684390957,2527,2100,1933,1478,1841,1878,-579,232,-305
132521268684655137,2696,2240,1991,1463,1785,1860,-579,232,-305
132521268684664209,2791,2204,2033,1473,1792,1858,-579,232,-305
132521268684939791,2938,2219,2028,1453,1774,1854,-615,214,-250
132521268685077628,2975,2241,2071,1421,1723,1859,-615,214,-250
132521268685141840,3085,2288,2079,1420,1736,1899,-615,214,-250
132521268685489959,3200,2164,2163,1424,1804,1911,-615,214,-250
132521268685592050,3239,2110,2158,1447,1831,1918,-685,204,-188
132521268685765329,3290,2202,2177,1424,1779,1884,-685,204,-188
132521268685988910,3288,2266,2283,1408,1705,1900,-685,204,-188
132521268686052410,3354,2236,2287,1455,1760,1925,-759,196,-98
132521268686367936,3354,2156,2191,1510,1865,1948,-759,196,-98
132521268686590119,3372,2043,2089,1526,1923,1933,-759,196,-98
132521268686653756,3412,2142,2215,1484,1829,1900,-759,196,-98
132521268686943050,3367,2138,2301,1499,1765,1895,-792,163,-4
132521268687042234,3349,2147,2212,1564,1780,1877,-792,163,-4
132521268687229316,3379,2071,2147,1603,1845,1884,-792,163,-4
132521268687502275,3400,2031,2099,1592,1860,1841,-786,162,84
132521268687764845,3233,2172,2173,1556,1702,1817,-786,162,84
132521268688103062,3181,2225,2205,1594,1604,1822,-786,162,84
132521268688117348,3141,2227,2075,1660,1664,1840,-786,162,84
132521268688368065,3161,2222,1923,1720,1733,1867,-764,174,158
132521268688652423,3074,2181,1795,1715,1744,1881,-764,174,158
132521268688669035,3006,2199,1826,1683,1710,1888,-764,174,158
132521268688952697,2969,2194,1903,1687,1686,1906,-737,184,202
132521268688969280,2966,2161,1885,1746,1692,1917,-737,184,202
132521268689253080,2976,2147,1795,1803,1728,1911,-737,184,202
132521268689378818,3019,2167,1692,1804,1734,1905,-737,184,202
132521268689643440,2979,2175,1681,1772,1697,1903,-731,168,239
132521268689928393,2948,2184,1719,1767,1706,1923,-731,168,239
132521268689942801,2894,2172,1751,1781,1737,1946,-731,168,239
132521268690328758,2923,2134,1733,1818,1760,1949,-710,169,273
132521268690378982,2938,2102,1653,1841,1767,1951,-710,169,273
132521268690593681,2973,2012,1594,1830,1742,1941,-710,169,273
132521268690943247,2948,2018,1626,1806,1703,1909,-710,169,273
132521268691077954,2893,2075,1633,1821,1677,1877,-714,150,282
132521268691142758,2899,2109,1556,1842,1666,1864,-714,150,282
132521268691702333,2864,2155,1543,1841,1675,1871,-714,150,282
132521268691717805,2862,2173,1510,1844,1721,1882,-693,150,300
132521268691968909,2854,2135,1520,1850,1707,1889,-693,150,300
132521268692251360,2863,2107,1610,1867,1663,1880,-693,150,300
132521268692269163,2808,2153,1602,1890,1638,1859,-693,150,300
132521268692342194,2831,2200,1507,1918,1666,1857,-684,147,315
132521268692601611,2813,2254,1447,1921,1684,1874,-684,147,315
132521268692742372,2758,2186,1420,1918,1730,1888,-684,147,315
132521268692944394,2799,2186,1411,1914,1711,1886,-689,145,320
132521268693252202,2802,2139,1414,1900,1679,1893,-689,145,320
132521268693264779,2809,2179,1448,1912,1707,1895,-689,145,320
132521268693542894,2780,2174,1449,1934,1753,1899,-689,145,320
132521268693942473,2793,2155,1349,1943,1769,1898,-680,142,327
132521268694232213,2779,2141,1364,1928,1737,1902,-680,142,327
132521268694242429,2773,2163,1366,1925,1732,1899,-680,142,327
132521268694551409,2789,2166,1417,1931,1759,1898,-678,136,323
132521268694678492,2789,2167,1381,1949,1783,1899,-678,136,323
132521268694692507,2818,2174,1353,1931,1725,1891,-678,136,323
132521268694957078,2787,2192,1375,1920,1723,1891,-678,136,323
132521268695052805,2803,2216,1404,1925,1759,1892,-690,139,319
132521268695444293,2759,2206,1405,1931,1779,1897,-690,139,319
132521268695729039,2772,2196,1398,1918,1749,1889,-690,139,319
132521268695964703,2781,2198,1438,1909,1718,1885,-693,135,319
132521268695979249,2782,2201,1441,1914,1722,1884,-693,135,319
132521268696142545,2784,2204,1405,1923,1735,1889,-693,135,319
132521268696350245,2769,2195,1383,1917,1723,1885,-696,145,311
132521268696503803,2792,2189,1354,1911,1715,1886,-696,145,311
132521268696877183,2765,2199,1376,1915,1729,1895,-696,145,311
132521268696880036,2793,2190,1411,1920,1742,1894,-696,145,311
132521268697044585,2792,2139,1405,1914,1720,1888,-694,141,320
132521268697341583,2790,2185,1409,1908,1699,1881,-694,141,320
132521268697354429,2792,2211,1387,1915,1711,1883,-694,141,320
132521268697643743,2790,2188,1409,1924,1736,1894,-686,141,326
132521268697962795,2771,2179,1379,1925,1741,1893,-686,141,326
132521268697979927,2784,2171,1388,1917,1718,1887,-686,141,326
132521268698165329,2765,2189,1377,1917,1714,1889,-686,141,326
132521268698451481,2795,2195,1440,1920,1732,1887,-693,142,317
132521268698553798,2783,2194,1408,1923,1734,1890,-693,142,317
132521268698839952,2761,2192,1393,1919,1718,1890,-693,142,317
132521268699089936,2770,2203,1381,1923,1726,1894,-692,142,330
132521268699350579,2800,2161,1405,1920,1733,1893,-692,142,330
132521268699366353,2785,2189,1371,1921,1727,1890,-692,142,330
132521268699650374,2779,2195,1389,1918,1723,1894,-692,142,330
132521268699739560,2775,2183,1402,1914,1725,1900,-691,139,325
132521268700015744,2803,2172,1434,1921,1737,1894,-691,139,325
132521268700139624,2792,2200,1416,1926,1728,1891,-691,139,325
132521268700390513,2774,2177,1372,1919,1717,1887,-689,135,319
132521268700565530,2786,2214,1377,1917,1718,1887,-689,135,319
132521268700854323,2773,2193,1395,1920,1733,1891,-689,135,319
132521268701054168,2767,2170,1402,1921,1739,1888,-689,135,319
132521268701179560,2785,2170,1395,1920,1725,1888,-685,131,327
132521268701391642,2781,2176,1391,1920,1729,1890,-685,131,327
132521268701539763,2763,2180,1387,1923,1736,1891,-685,131,327
132521268701840329,2796,2195,1381,1922,1735,1891,-677,140,324
132521268701940052,2789,2194,1387,1919,1736,1889,-677,140,324
132521268702180266,2767,2193,1397,1923,1739,1891,-677,140,324
132521268702281340,2791,2180,1395,1929,1737,1888,-677,140,324
132521268702540338,2779,2204,1366,1925,1728,1887,-699,135,321
132521268702841090,2771,2205,1367,1922,1727,1889,-699,135,321
132521268702854840,2779,2197,1390,1922,1731,1891,-699,135,321
132521268703141175,2782,2188,1393,1918,1730,1889,-694,138,323
132521268703454448,2779,2164,1414,1918,1724,1884,-694,138,323
132521268703561297,2799,2203,1396,1917,1721,1886,-694,138,323
132521268703841083,2777,2209,1403,1924,1728,1888,-694,138,323
132521268703983142,2790,2177,1373,1922,1733,1889,-690,133,320
132521268704191336,2773,2201,1397,1918,1727,1888,-690,133,320
132521268704241260,2781,2201,1413,1921,1735,1889,-690,133,320
132521268704580980,2789,2190,1403,1926,1739,1895,-694,132,325
132521268704655401,2777,2187,1399,1926,1741,1895,-694,132,325
132521268704854756,2799,2173,1402,1927,1738,1896,-694,132,325
132521268705154550,2778,2195,1388,1928,1731,1891,-694,132,325
132521268705362458,2778,2205,1363,1923,1733,1892,-687,135,322
132521268705380334,2787,2186,1401,1921,1733,1895,-687,135,322
132521268705754284,2781,2195,1444,1921,1729,1891,-687,135,322
132521268705954835,2778,2198,1375,1923,1725,1886,-690,137,314
132521268705970700,2779,2195,1361,1918,1712,1891,-690,137,314
132521268706354789,2760,2168,1388,1917,1725,1890,-690,137,314
132521268706679053,2781,2176,1375,1921,1725,1888,-690,137,314
132521268706970646,2767,2196,1381,1918,1726,1889,-690,139,326
132521268707238096,2791,2220,1377,1920,1732,1891,-690,139,326
132521268707255101,2768,2202,1399,1921,1732,1891,-690,139,326
132521268707540695,2769,2197,1394,1919,1727,1893,-688,142,314
132521268707555194,2768,2187,1411,1919,1718,1894,-688,142,314
132521268707715082,2766,2206,1406,1923,1716,1899,-688,142,314
132521268707731282,2803,2215,1377,1930,1729,1903,-688,142,314
132521268708052976,2768,2192,1370,1928,1743,1903,-698,135,321
132521268708192682,2815,2182,1405,1923,1738,1895,-698,135,321
132521268708341542,2779,2207,1406,1922,1727,1890,-698,135,321
132521268708779859,2776,2244,1412,1925,1736,1894,-686,129,323
132521268708782781,2802,2234,1411,1922,1741,1895,-686,129,323
132521268709015302,2790,2189,1405,1921,1735,1889,-686,129,323
132521268709431098,2788,2217,1390,1917,1715,1884,-686,129,323
132521268709440213,2788,2196,1385,1917,1715,1885,-701,129,312
132521268709555939,2785,2209,1376,1918,1726,1892,-701,129,312
132521268709980291,2784,2147,1386,1918,1731,1894,-701,129,312
132521268709990539,2784,2177,1398,1918,1720,1887,-695,129,323
132521268710255292,2790,2205,1408,1919,1717,1887,-695,129,323
132521268710563978,2785,2204,1397,1919,1731,1886,-695,129,323
132521268710581486,2789,2178,1410,1918,1733,1893,-698,127,331
132521268710842103,2788,2205,1405,1923,1735,1890,-698,127,331
132521268711024948,2775,2206,1382,1923,1740,1893,-698,127,331
132521268711265679,2778,2203,1411,1925,1749,1892,-698,127,331
132521268711442330,2798,2193,1421,1923,1744,1891,-692,122,323
132521268711555638,2787,2224,1421,1924,1735,1896,-692,122,323
132521268711743835,2783,2199,1418,1923,1732,1897,-692,122,323
132521268711927441,2793,2186,1381,1926,1735,1896,-690,132,323
132521268712153216,2784,2195,1395,1924,1723,1896,-690,132,323
132521268712241023,2784,2213,1411,1921,1718,1890,-690,132,323
132521268712477108,2787,2211,1402,1919,1718,1888,-690,132,323
132521268712615513,2778,2190,1404,1919,1717,1892,-703,131,320
132521268712841554,2787,2199,1397,1926,1717,1897,-703,131,320
132521268713141565,2760,2201,1409,1918,1714,1893,-703,131,320
132521268713205102,2748,2138,1444,1939,1684,1898,-693,134,320
132521268713455736,2785,2137,1447,1981,1655,1904,-693,134,320
132521268713743328,2794,2117,1433,1991,1671,1891,-693,134,320
132521268714055814,2791,2079,1432,2005,1676,1909,-693,134,320
132521268714065965,2718,2087,1446,2164,1580,2042,-708,122,316
132521268714357133,2899,2054,1391,2122,1601,1941,-708,122,316
132521268714674330,2883,2114,1545,2039,1601,1903,-708,122,316
132521268714841618,2925,2249,1499,2023,1715,1906,-726,94,297
132521268714851665,2960,2171,1418,1826,1917,1972,-726,94,297
132521268714972405,2807,2228,1380,1910,1693,1818,-726,94,297
132521268715278689,2795,2219,1418,1924,1737,1880,-726,94,297
132521268715353717,2706,2198,1477,1981,1670,1904,-730,93,290
132521268715642678,2702,2195,1548,2127,1668,1863,-730,93,290
132521268715971949,2761,2102,1598,2293,1656,1840,-730,93,290
132521268716038942,2830,2004,1733,2312,1634,1931,-752,95,246
132521268716177610,2841,2012,1764,2291,1544,1919,-752,95,246
132521268716578626,2888,1999,1862,2249,1630,1876,-752,95,246
132521268716643095,2955,1983,1880,2639,1573,1845,-752,95,246
132521268716743115,3141,2075,2009,2684,1607,1824,-786,85,170
132521268717092281,3068,2049,2119,2544,1581,1827,-786,85,170
132521268717242410,2829,1866,1992,2709,1812,1685,-786,85,170
132521268717544052,2671,2027,2116,2918,2231,1747,-789,118,7
132521268717865918,2947,2296,2462,2968,2014,1746,-789,118,7
132521268718140898,2494,2153,2842,2250,1736,1820,-789,118,7
132521268718151519,2510,2207,2254,1827,1817,1999,-789,118,7
132521268718341452,2690,2211,2284,2431,1749,1932,-750,126,-146
132521268718354712,2491,2095,2300,2523,1988,1712,-750,126,-146
132521268718543784,2362,2436,2618,2342,2053,1511,-750,126,-146
132521268718977322,2493,2275,2526,2496,2027,1619,-691,141,-272
132521268719171270,2517,2317,2314,2531,1945,1915,-691,141,-272
132521268719174255,2531,2385,2269,2518,1775,2129,-691,141,-272
132521268719252389,2346,2345,2432,2483,1625,2171,-691,141,-272
132521268719516681,2053,2315,2489,2554,1415,2232,-606,111,-386
132521268719743189,2298,2466,2726,2547,1409,2013,-606,111,-386
132521268720050606,2447,2293,2498,2482,1705,1880,-606,111,-386
132521268720449567,2421,2247,2441,2125,2026,1876,-498,127,-433
132521268720576466,2332,2167,2038,2127,1666,2007,-498,127,-433
132521268720600677,2145,2342,2576,1922,1328,1941,-498,127,-433
132521268720773139,1981,2248,2847,1910,1803,1743,-498,127,-433
132521268720841953,2041,2357,2662,2052,1858,1650,-482,151,-447
132521268721164973,2276,2315,2726,2154,1756,1720,-482,151,-447
132521268721453706,2155,2285,2533,2080,1694,1827,-482,151,-447
132521268721466445,2188,2589,2627,1945,1704,2144,-435,146,-461
132521268721764518,2230,2436,2559,2003,1680,2167,-435,146,-461
132521268721893102,2066,2172,2792,2168,1645,1937,-435,146,-461
132521268722042758,2026,2320,2674,2049,1729,1871,-435,146,-461
132521268722444813,1879,2331,2655,2081,1702,1884,-429,150,-459
132521268722526981,2047,2276,3172,2316,1732,1987,-429,150,-459
132521268722667543,1938,2239,2821,2210,1696,2050,-429,150,-459
132521268722974193,2296,2018,2803,1555,1519,2018,-378,148,-490
132521268723067939,1848,2445,2554,1660,1492,2048,-378,148,-490
132521268723202763,1885,2291,2959,1887,1658,2005,-378,148,-490
132521268723449358,1942,2220,2541,1942,1625,1923,-378,148,-490
132521268723594355,1999,2303,2741,1939,1679,2005,-439,179,-457
132521268723753413,1916,2226,2763,2034,1776,2010,-439,179,-457
132521268724040101,1959,2126,2702,2051,1780,1963,-439,179,-457
132521268724193897,1938,2190,2759,1920,1727,1887,-438,171,-469
132521268724378113,1860,2171,2560,1892,1716,1877,-438,171,-469
132521268725166350,1933,2014,2701,1922,1722,1889,-438,171,-469
132521268725176524,1896,2158,2607,1919,1729,1891,-424,181,-465
132521268725253032,1956,2129,2696,1931,1736,1889,-424,181,-465
132521268725264319,1937,2132,2676,1919,1729,1888,-424,181,-465
132521268725543344,1942,2105,2667,1917,1727,1888,-424,181,-465
132521268725747826,1948,2100,2670,1920,1730,1890,-432,166,-466
132521268725828195,1928,2132,2658,1922,1731,1889,-432,166,-466
132521268726079488,1936,2139,2664,1922,1731,1889,-432,166,-466
132521268726094315,1924,2127,2683,1921,1730,1889,-420,166,-462
132521268726355143,1925,2129,2676,1921,1730,1889,-420,166,-462
132521268726693706,1941,2133,2661,1921,1730,1888,-420,166,-462
132521268726702895,1926,2138,2647,1922,1729,1888,-420,166,-462
132521268726985819,1948,2137,2671,1921,1730,1888,-429,174,-471
132521268727177517,1944,2136,2690,1921,1730,1889,-429,174,-471
132521268727368186,1940,2133,2665,1922,1730,1889,-429,174,-471
132521268727540759,1941,2117,2694,1923,1731,1891,-433,173,-471
132521268727678398,1941,2141,2665,1922,1730,1889,-433,173,-471
132521268727940431,1900,2135,2655,1920,1729,1889,-433,173,-471
132521268728240404,1922,2106,2664,1924,1732,1890,-433,173,-471
132521268728539537,1933,2130,2660,1923,1731,1890,-428,163,-458
132521268728837923,1930,2128,2663,1921,1730,1888,-428,163,-458
132521268728854475,1928,2145,2680,1921,1729,1889,-428,163,-458
132521268729167258,1934,2159,2666,1923,1731,1890,-424,176,-467
132521268729237476,1932,2133,2650,1922,1730,1889,-424,176,-467
132521268729329179,1924,2127,2664,1922,1730,1889,-424,176,-467
132521268729479115,1923,2124,2672,1922,1730,1889,-424,176,-467
132521268729769048,1942,2127,2670,1920,1730,1889,-424,171,-468
132521268729904111,1943,2134,2673,1922,1731,1890,-424,171,-468
132521268730137099,1913,2134,2644,1921,1729,1889,-424,171,-468
132521268730239984,1925,2121,2675,1922,1730,1890,-434,170,-465
132521268730579532,1915,2134,2651,1922,1731,1889,-434,170,-465
132521268730703621,1943,2128,2687,1922,1730,1889,-434,170,-465
132521268730779438,1939,2141,2678,1922,1730,1889,-434,170,-465
132521268731039779,1925,2144,2676,1921,1730,1890,-429,167,-467
132521268731339334,1926,2140,2692,1922,1729,1891,-429,167,-467
132521268731355100,1910,2112,2682,1922,1730,1889,-429,167,-467
132521268731639460,1940,2116,2674,1920,1729,1888,-436,168,-464
132521268732039440,1938,2121,2668,1921,1730,1888,-436,168,-464
132521268732338064,1931,2117,2682,1922,1731,1890,-436,168,-464
132521268732355339,1928,2127,2674,1924,1732,1891,-436,168,-464
132521268732652278,1901,2121,2691,1921,1730,1889,-429,175,-469
132521268732940372,1922,2130,2686,1920,1729,1888,-429,175,-469
132521268732955662,1921,2121,2666,1920,1729,1888,-429,175,-469
132521268733215994,1935,2131,2678,1923,1730,1888,-432,176,-459
132521268733464077,1925,2149,2647,1920,1730,1889,-432,176,-459
132521268733478392,1931,2139,2674,1921,1731,1890,-432,176,-459
132521268733652353,1930,2133,2687,1923,1731,1891,-432,176,-459
132521268733743344,1919,2133,2693,1921,1729,1889,-429,174,-472
132521268733978849,1928,2129,2664,1922,1731,1889,-429,174,-472
132521268734283109,1937,2113,2672,1920,1729,1888,-429,174,-472
132521268734289262,1932,2115,2688,1921,1729,1888,-434,170,-464
132521268734564636,1938,2146,2667,1922,1731,1891,-434,170,-464
132521268734768051,1946,2109,2659,1921,1730,1889,-434,170,-464
132521268734941088,1935,2127,2656,1922,1730,1890,-434,170,-464
132521268735191492,1918,2115,2671,1922,1730,1890,-430,173,-465
132521268735382379,1938,2135,2673,1920,1730,1889,-430,173,-465
132521268735564295,1938,2117,2667,1921,1730,1889,-430,173,-465
132521268735856398,1936,2122,2674,1920,1729,1888,-425,175,-461
132521268736105686,1946,2156,2668,1921,1730,1889,-425,175,-461
132521268736114817,1938,2125,2668,1922,1731,1890,-425,175,-461
132521268736390650,1935,2103,2678,1921,1731,1890,-425,175,-461
132521268736587304,1929,2131,2701,1921,1730,1889,-433,167,-461
132521268736655636,1939,2123,2669,1921,1731,1890,-433,167,-461
132521268736939313,1935,2125,2680,1921,1730,1889,-433,167,-461
132521268737078979,1939,2111,2698,1921,1730,1889,-424,172,-467
132521268737292193,1925,2115,2668,1921,1730,1889,-424,172,-467
132521268737481169,1934,2146,2674,1921,1731,1890,-424,172,-467
132521268737664873,1939,2131,2683,1923,1731,1891,-424,172,-467
132521268737839167,1936,2137,2684,1921,1730,1889,-438,174,-462
132521268738140789,1938,2121,2694,1922,1731,1889,-438,174,-462
132521268738255441,1929,2125,2668,1921,1731,1889,-438,174,-462
132521268738540647,1952,2135,2686,1921,1730,1889,-433,176,-462
132521268738628966,1931,2128,2673,1921,1730,1888,-433,176,-462
132521268738887646,1955,2125,2691,1921,1730,1889,-433,176,-462
